company,# applications,avg_wages
PHELPS MEMORIAL HOSPITAL CENTER,1,"$60,465"
CONSORTIUM TOURS NORTH AMERICA,1,"$44,824"
PHILLIPS AUCTIONEERS,1,"$44,824"
PHILOTIC,1,"$100,000"
CONSOLIDATED TRADING,1,"$66,000"
PHOSPHAGENICS,1,"$225,000"
PHOTO TECH REPAIR SERVICE,1,"$67,600"
CONSIGA TECHNOLOGIES,1,"$72,987"
PHOTOFIND GALLERY,1,"$47,000"
PHREESIA,1,"$48,900"
CONSUMER DYNAMICS,1,"$60,000"
PERMIRA ADVISERS,1,"$135,000"
COOPER DUNHAM,1,"$145,000"
PEOPLE CORPORATION,1,"$69,000"
COONEY WATERS,1,"$105,000"
PEEKANALYTICS,1,"$85,000"
PEERACTIVE,1,"$55,075"
PEERFORM,1,"$75,000"
COOK ARCHITECTS,1,"$66,000"
PELLI CLARKE PELLI ARCHITECTS,1,"$50,000"
CONWAY MACKENZIE,1,"$150,000"
CONVISTA CONSULTING CORPORATION,1,"$77,626"
PENCOM SYSTEMS INCORPORATED,1,"$212,500"
CONVERSEON,1,"$135,000"
PENN SCHOEN BERLAND ASSOCIATES,1,"$45,000"
CONVERGEX GROUP,1,"$60,362"
CONVERGENCE,1,"$130,000"
PEOPLE IDEAS CULTURE,1,"$42,000"
PERMIAN INVESTMENT PARTNERS,1,"$115,000"
PEOPLEDOC,1,"$130,000"
PERCEPT CONSULTING,1,"$48,000"
CONVERGE DIRECT,1,"$95,000"
CONTINUUM ANALYTICS,1,"$125,000"
PERFORM MEDIA,1,"$175,000"
PERIMETER INTERNETWORKING CORP,1,"$110,000"
PERK SYSTEMS,1,"$60,362"
CONTEGIACOMO ASSOCIATES,1,"$42,000"
CONTEGIACOMO,1,"$42,000"
PERMAL,1,"$50,000"
PERMAL GROUP,1,"$130,000"
PERMANENT DELEGATION YORK,1,"$96,848"
CONSUTLING,1,"$73,445"
PAEDAE,1,"$158,000"
PACMID TECHNOLOGIES,1,"$105,000"
CONFLUENCE PHILANTHROPY,1,"$66,331"
PACIFIC LANGHAM MANAGEMENT CORPORATION,1,"$148,000"
OMNICOM MANAGEMENT,1,"$54,642"
OMNICOM MEDIA GROUP HOLDINGS,1,"$175,000"
OMNITRAIL TECHNOLOGIES,1,"$80,000"
OMNITRANS CORPORATION,1,"$49,608"
ONASSIS CLOTHING,1,"$80,000"
DAILY WORLD PRESS,1,"$40,352"
ONCOMETA PHARMACEUTICALS,1,"$52,000"
ONDEMAND AGILITY SOLUTIONS,1,"$70,000"
ONDRA,1,"$110,000"
ONEBEACON INSURANCE GROUP,1,"$97,600"
ONEBEACON SERVICES,1,"$97,600"
DAILY MUSE,1,"$60,000"
ONEWIRE,1,"$51,000"
DAILY HOLDINGS A NEWS HOLDINGS,1,"$72,800"
ONIA,1,"$45,000"
ONLINE SERVICES,1,"$89,450"
DAFNA RECANATI KAPLAN FAMILY,1,"$56,800"
ONLINEORDERING,1,"$125,000"
DADA GOLDBERG,1,"$50,000"
ONTRACKS ENTERPRISES,1,"$150,000"
DADA ENTERTAINMENT,1,"$66,000"
OPAL FINANCIAL GROUP,1,"$40,000"
OPEL SYSTEMS,1,"$60,362"
OPEN,1,"$80,000"
DACK CONSULTING SOLUTIONS,1,"$52,000"
OPEN FIELD CAPITAL,1,"$47,840"
OPEN KITCHEN 15 WILLIAM,1,"$37,128"
OPEN PROJECT,1,"$63,794"
CZAR CAPITAL,1,"$62,000"
DALBIR SINGH ASSOCIATES,1,"$41,600"
DALE CARNEGIE ASSOCIATES,1,"$208,000"
OMEGA SOLUTIONS,1,"$61,984"
OGMEN PLLC,1,"$82,472"
OFFICES GARY HEALY,1,"$83,200"
OFFICES GAVIN CHOI,1,"$62,180"
DATA EXPERTS,1,"$72,500"
OFFICES ILYA FISHKIN,1,"$42,000"
OFFICES MAURICE ROBERT ZARA,1,"$38,272"
DATA AIXSYS,1,"$59,099"
OFFICES MICHAEL LAMONSOFF PLLC,1,"$82,472"
DASILVA ARCHITECTS,1,"$53,040"
OFFICES SPAR BERNSTEIN,1,"$44,824"
OFFICES TIMOTHY WONG PLLC,1,"$67,205"
DARSANA CAPITAL PARTNERS,1,"$180,000"
DARIUS TORABY,1,"$42,300"
DANIEL ROMUALDEZ ARCHITECTS,1,"$100,000"
"OHL USA, INC.",1,"$62,371"
OMEGA POINT CAPITAL,1,"$120,000"
DAMIANI CORPORATION,1,"$48,000"
OLAH,1,"$40,000"
OLDE TRIANGLE CATERERS,1,"$103,355"
OLIVER COPE ARCHITECT,1,"$45,000"
DAMEE,1,"$45,000"
OLIVET INTERNATIONAL,1,"$85,000"
OLIVET UNIVERSITY,1,"$49,200"
OLIVIA MILLER,1,"$50,000"
OLIVIER,1,"$38,293"
OLIVIER CHENG CATERING EVENTS,1,"$37,336"
"OLX, INC.",1,"$90,000"
DALLIMORE,1,"$50,000"
OMED,1,"$47,000"
CYRUS INNOVATION,1,"$144,100"
CYNTHIA SHECHTER C,1,"$104,000"
"CYG TEC, INC.",1,"$60,362"
OVERSEA CHINESE BANKING CORPORATION LIMITED,1,"$96,000"
ORTELIUS CAPITAL PARTNERS,1,"$100,000"
OSBORNE,1,"$100,000"
CROSBY STREET HOTEL,1,"$104,000"
OSCAR RENTA,1,"$45,000"
OSLER HOSKIN HARCOURT,1,"$177,500"
OTARIAN,1,"$80,000"
CRITICAL MENTION,1,"$66,685"
CRISTOL,1,"$42,286"
OUTCOMES INCORPORATED,1,"$56,826"
OUTDOOR,1,"$90,000"
CRISPIN PORTER BOGUSKY,1,"$185,000"
CRESCO SOLUTIONS,1,"$64,275"
OVED APPAREL CORP,1,"$65,000"
OVERSEAS MEDIA,1,"$120,000"
CROWDCENTRIC MEDIA,1,"$48,000"
OVID TECHNOLOGIES SUBSIDIARY WOLTERS,1,"$95,859"
OVUM,1,"$67,147"
CREFDI REALTY ADVISORS,1,"$44,824"
OXALIZ TECHNOLOGIES,1,"$60,000"
OXBRIDGE ACADEMIC RESOURCES,1,"$140,000"
OXEON PARTNERS,1,"$45,000"
OZANEAUX,1,"$55,000"
P3 INTERNATIONAL CORPORATION,1,"$60,362"
CREDIT SUISSE ADMINISTRATION SERVICES,1,"$87,822"
CREDIT SUISSE,1,"$175,000"
CREDIT AGRICOLE SECURITIES,1,"$125,000"
PACIFIC CAPITAL,1,"$78,000"
CREATURES COMFORT,1,"$37,440"
ORPINE,1,"$63,086"
CROWE HORWATH,1,"$62,371"
OPENHOUSENEWYORK,1,"$37,500"
OPTIER,1,"$135,000"
OPENING CEREMONY COLLECTION,1,"$50,000"
CVLT STUDIOS,1,"$100,000"
CUSTORA,1,"$100,000"
OPERA GALLERY,1,"$110,000"
OPERATING,1,"$49,920"
OPERATION SERVICES AMERICA,1,"$135,000"
CUSHMAN WAKEFIELD,1,"$127,000"
CURVEXPO CORP,1,"$50,000"
OPHIR PARTNERS,1,"$120,000"
CURRY,1,"$44,824"
OPPENHEIMERFUNDS DISTRIBUTOR,1,"$100,000"
OPPERMAN WEISS,1,"$150,000"
OPPORTUNITY CHARTER SCHOOL,1,"$63,000"
CUREATR,1,"$80,000"
CROWN ACQUISITIONS,1,"$93,600"
CULTURE COMMERCE,1,"$49,412"
OPTIONS INFORMATION TECHNOLOGY,1,"$140,000"
CTPARTNERS EXECUTIVE SEARCH,1,"$90,000"
ORANGE BUSINESS SERVICES,1,"$119,000"
ORANGE CUBE TECHNOLOGIES,1,"$60,000"
CSCOUT,1,"$65,000"
ORBIMED ADVISORS,1,"$150,000"
ORBIS,1,"$70,000"
CRUSH MUSIC MEDIA MANAGEMENT,1,"$60,000"
CROZIER FINE ARTS,1,"$88,720"
CROWN RETAIL SERVICES,1,"$83,000"
CROWN PARTNERS,1,"$155,000"
ORIENGE,1,"$106,250"
CONNECTED VENTURES,1,"$90,000"
CONFIRMIT,1,"$61,797"
ENTERTAINMENT NEWS,1,"$51,440"
COLLABORATEUR,1,"$40,082"
PROMPT IMPORTERS,1,"$58,011"
PRONIX,1,"$60,000"
PROOF 7,1,"$41,600"
PROPACT,1,"$102,000"
PROPEL LIST,1,"$150,000"
PROPELLIST,1,"$70,000"
COATUE MANAGEMENT,1,"$150,000"
COATS AMERICAN,1,"$132,500"
PROPERTY CASUALTY INSURANCE AGENCY,1,"$80,000"
COALFIRE SYSTEMS,1,"$75,000"
COALESCENT SYSTEMS,1,"$74,000"
PROS STAFFING,1,"$114,400"
COADY DIEMAR GROUP,1,"$55,000"
CNET GLOBAL SOLUTIONS,1,"$83,200"
CNBC,1,"$128,472"
CLYDE DUNEIER,1,"$44,824"
CLUNE CONSTRUCTION,1,"$49,150"
PROSOFT SERVICES,1,"$65,000"
CLUB HOUSE CREATIONS,1,"$65,000"
PROSOFT TECHNOLOGY GROUP,1,"$100,000"
PROSPANCE,1,"$60,362"
CLOUDNINE,1,"$40,082"
PROSPECT ADMINISTRATION,1,"$67,205"
CLOUDGEN,1,"$85,000"
PROSPECT INFOSYS,1,"$60,000"
PROSPECT STREET ADMINISTRATION,1,"$67,205"
CLIPSO AMERICAS,1,"$70,000"
PROTRAVEL INTERNATIONAL,1,"$70,000"
PROVIDENCE EQUITY PARTNERS,1,"$190,000"
COBBLE HILL HEALTH CENTER,1,"$40,000"
PROMETHEUS GLOBAL MEDIA,1,"$180,000"
PROMED PERSONNEL SERVICES,1,"$68,000"
PROFESSIONAL SERVICES,1,"$52,000"
PRODIGY INTERNATIONAL REALTY,1,"$80,000"
COLLABERA SOLUTIONS FORMERLY SOLUTIONS,1,"$78,000"
PRODJECT,1,"$60,000"
PRODUCTEEV,1,"$70,000"
PRODUCTION,1,"$100,000"
COLGATE ORAL PHARMACEUTICALS,1,"$89,500"
PRODUCTS,1,"$100,000"
COLANGELO SYNERGY MARKETING,1,"$64,000"
COLANGELO PARTNERS PUBLIC RELATIONS,1,"$42,000"
COHN WOLFE DIVISION INC,1,"$94,211"
PROFESSIONAL MEDICAL LEGAL MANAGEMENT GROUP,1,"$63,066"
COHEN EQUITIES,1,"$70,000"
COGNOLINK,1,"$75,000"
PROFESSIONALS,1,"$60,000"
COCHLEAR AMERICAS,1,"$84,656"
PROFESSIONALS CORP,1,"$90,000"
PROFESSIONALS NONPROFITS,1,"$50,000"
PROFITNESS PHYSICAL THERAPY,1,"$65,500"
COGENCY SOFTWARE,1,"$68,994"
PROJECT 6,1,"$38,000"
PROJECT FLORIDA,1,"$140,552"
CODE SOLUTIONS,1,"$77,626"
PROJECT LABS,1,"$90,000"
CODE CLIMATE,1,"$140,000"
PROJECT PUBLIC SPACES,1,"$50,000"
PROJECT WORLDWIDE,1,"$210,000"
CODDINGTON CHADWICK MEYERSON,1,"$37,000"
COCO COLLECTIVE,1,"$72,800"
CLIPPERDATA,1,"$70,000"
PRUDENT TECHNOLOGIES CONSULTING,1,"$65,000"
PRYOR CASHMAN,1,"$150,000"
QUESTPAY,1,"$70,000"
CL NYC INC.,1,"$86,674"
QUALIHI SOFTWARE SOLUTIONS,1,"$80,000"
QUALITY BUILDING SERVICES,1,"$71,000"
CK3,1,"$110,000"
CITYMEALS WHEELS,1,"$50,000"
CITY YORK OFFICE MANAGEMENT BUDGE,1,"$67,163"
QUANTITATIVE BROKERS,1,"$80,000"
QUANTUS HOLDINGS,1,"$100,000"
CITY MEDICAL UPPER EAST SIDE PPLC,1,"$43,680"
QUASAR TRADING,1,"$52,582"
CITY HALL CAPITAL,1,"$70,000"
QUENTEC ASSET MANAGEMENT,1,"$100,000"
QUESTEX MEDIA GROUP,1,"$37,128"
QUESTSOFT SOLUTIONS,1,"$60,000"
CLARION PARTNERS,1,"$70,000"
QUICK,1,"$60,000"
QUILLIN CONSULTING,1,"$83,200"
QUIMERA RESTAURANT GROUP,1,"$70,000"
CITY ARTS,1,"$46,384"
CITRINCOOPERMAN,1,"$110,000"
QUINNOX,1,"$73,000"
QUINTESSENCE COMPUTER CORPORATION,1,"$60,000"
QUINTETTE DESIGN,1,"$38,126"
CITRIN COOPERMAN COMPANY,1,"$116,000"
"R, LLC",1,"$44,400"
R2 SYSTEMS,1,"$48,000"
CITIUSTECH,1,"$78,000"
RAAG SOLUTIONS,1,"$56,600"
CLARION CAPITAL PARTNERS,1,"$118,000"
CLARKSTON POTOMAC GROUP,1,"$71,500"
CLINTON GROUP,1,"$180,000"
PURE APPLIED,1,"$38,000"
CLINRON,1,"$56,160"
CLINIQUE LABORATORIES,1,"$82,000"
CLINILABS,1,"$66,560"
CLINICAL RESEARCH,1,"$120,000"
CLINE BETTRIDGE BERNSTEIN LIGHTING DESIGN,1,"$50,000"
CLIMATE ANALYTICS,1,"$106,000"
CLIFFORD ROSS STUDIO,1,"$70,000"
PUBSQUARED,1,"$150,000"
PUIG,1,"$52,500"
CLICKTALE,1,"$120,000"
PULSE ADVISORY,1,"$67,250"
PULSE3TV,1,"$53,477"
CLICKDAILY,1,"$109,990"
PURE GROWTH CONSULTING,1,"$212,500"
QNARY,1,"$50,000"
PURESCIENCE APPLICATIONS,1,"$42,000"
PURESURFACE,1,"$72,987"
PURPOSE ACTION,1,"$60,000"
CLICK 3X,1,"$95,000"
PURPOSE FOUNDATION,1,"$60,000"
CLEMENTE SOTO VELEZ CULTURAL EDUCTION CENTER,1,"$41,600"
CLEARSTORY DATA,1,"$151,000"
CLEARSLIDE,1,"$120,000"
CLAYTON DUBILIER RICE,1,"$125,000"
QANTAS AIRWAYS,1,"$173,000"
CLAROS FUND MANAGEMENT,1,"$95,000"
QED INC.,1,"$98,457"
QISON,1,"$71,510"
PRODI,1,"$54,704"
COLLABORATION AMERICA,1,"$46,862"
PICOFEMTO,1,"$80,000"
PROCESS DIGITAL,1,"$100,000"
PLAYER MEDIA GROUP,1,"$89,440"
PLUGGED,1,"$44,824"
COMPRO CONSULTING GROUP,1,"$77,626"
PLUS CAREER,1,"$42,162"
PLUS PLUS,1,"$72,000"
PLUSGRADE,1,"$102,500"
COMPREHENSIVE STAFFING SOLUTIONS,1,"$64,800"
PODIUM ADVISORS,1,"$54,000"
COMPREHENSIVE RESOURCES,1,"$71,510"
POINTROLL,1,"$131,402"
COMPREHENSIVE KIDS DEVELOPMENTAL SCHOOL,1,"$55,000"
POLARIS COMMUNICATIONS GROUP,1,"$51,000"
COMPLEX MEDIA,1,"$45,000"
COMPLETELY BARE INTERNATIONAL,1,"$225,000"
COMPGROUP HOLDING,1,"$48,173"
COMPASS PARTNERS INTERNATIONAL,1,"$50,000"
POLLEN BRANDS,1,"$41,500"
POLTRONA FRAU GROUP NORTH AMERICA,1,"$52,000"
POLTRONA FRAU GROUP NORTH AMERICA CORP,1,"$252,097"
POMERANTZ,1,"$70,512"
COMPASS ADVISERS GROUP,1,"$120,000"
COMPANY,1,"$60,000"
POOR RICH KIDS,1,"$50,000"
POPULAR TECH,1,"$73,000"
COMPANIES,1,"$127,500"
COMMUNITY SYSTEMS FOUNDATION,1,"$45,000"
PORCUPINE GROUP,1,"$69,618"
PORTAGE ADVISORS,1,"$90,000"
COMMUNITY PRESERVATION CORPORATION,1,"$100,000"
PLAYBOY ENTERPRISES INTERNATIONAL,1,"$140,000"
PLAYBILL ONLINE INCORPORATED,1,"$103,830"
PLAY RUBGY,1,"$62,500"
PIRANHA,1,"$50,960"
PICTURES,1,"$44,720"
PIKSEL AMERICAS,1,"$90,000"
CONCERN WORDWIDE,1,"$130,000"
PILLSBURY WINTHROP SHAW PITTMAN,1,"$185,000"
PILNET,1,"$72,000"
PINE BRIDGE INVESTMENTS,1,"$92,000"
CONCEPTS INFORMATION TECHNOLOGY,1,"$58,240"
CONCEPTS,1,"$80,000"
CONCEPT SOFTWARE SERVICES,1,"$60,000"
PING CARPETS AMERICA,1,"$74,620"
PINNACLE MEDICAL,1,"$100,000"
PIONEER DATA SYSTEMS,1,"$60,000"
CONCEP GROUP,1,"$160,000"
PISARKIEWICZ MAZUR,1,"$44,824"
PLATT BYARD DOVELL WHITE ARCHITECTS,1,"$68,806"
PISTICCI RESTAURANT CORP,1,"$44,200"
COMTEK GLOBAL,1,"$73,800"
PIXEL SYSTEMS,1,"$144,000"
PIZZA VITA,1,"$80,000"
COMTECH,1,"$80,000"
COMTEC CONSULTANTS,1,"$95,000"
PLACEMETER,1,"$90,000"
PLAIN SPACE,1,"$51,000"
COMPUTER TASK GROUP,1,"$100,000"
COMPUTER GENERATED SOLUTIONS,1,"$50,000"
COMPUTER,1,"$119,000"
COMPU CREATION,1,"$60,500"
PLATINUM PROPERTIES EMPIRE,1,"$67,205"
PORTER NOVELLI,1,"$80,000"
PORTFOLIO MEDIA,1,"$50,000"
COMMUNITY HEALTHCARE NETWORK,1,"$45,900"
COLONY MEDIA,1,"$70,000"
COMCO PLASTICS,1,"$44,637"
PRESIDIO NETWORKED SOLUTIONS,1,"$160,000"
PRESOL,1,"$41,600"
PRESS,1,"$43,701"
PRESSPRICH,1,"$68,000"
COLUMBIA MANAGEMENT INVESTMENT ADVISORS,1,"$178,292"
COLUMBIA LEADERSHIP GROUP,1,"$80,000"
PRIMARK AMERICA CORPORATION,1,"$150,000"
COLUMBIA GRAMMAR PREPARATORY SCHOOL,1,"$96,377"
PRIMARY KIDS,1,"$150,000"
PRIME FOCUS NORTH AMERICA,1,"$83,000"
COLUMBIA ACUPUNCTURE,1,"$47,653"
COLOR JEWELS,1,"$56,160"
PRIMUS GLOBAL SERVICES,1,"$72,000"
PREPLAY,1,"$77,000"
COLONIAL CONSULTING,1,"$75,000"
PRINCE STREET RESTAURANT,1,"$50,024"
PRINCETON CONSULTING,1,"$150,800"
PRINCETON INFORMATION,1,"$169,000"
PRIORITY JETS,1,"$38,100"
COLLINS PARTNERS,1,"$100,000"
PRIVATE,1,"$48,000"
PRIVATE EQUITY,1,"$50,500"
PRIVATE EQUITY PARTNERS,1,"$75,000"
PRIVATE EXPORT FUNDING CORPORATION,1,"$125,000"
COLLINS DAUGHTERS,1,"$50,960"
COLLEGE ENTRANCE EXAMINATION BOARD,1,"$104,680"
COLLECTIVE CONSULTANCY,1,"$65,000"
PRESCIENT INFOTECH,1,"$61,600"
HESS CORPORATION,1,"$106,000"
COMMUNISPACE CORPORATION,1,"$95,000"
PRADA CORP,1,"$220,000"
COMMUNICATIONS MEDIA,1,"$65,000"
COMMUNICATIONS ARTS,1,"$60,000"
POSTERSCOPE,1,"$160,000"
POTEN PARTNERS,1,"$80,000"
POTION DESIGN,1,"$90,000"
POULIN MORRIS,1,"$50,399"
POWER CONSULTING,1,"$89,378"
PR3 SYSTEMS,1,"$95,000"
PRABAL GURUNG,1,"$140,000"
PRABHAV EGLOBAL SERVICES,1,"$63,086"
PRABHAV SERVICES,1,"$75,000"
PRACTICE,1,"$60,000"
PRACTICEWARE,1,"$100,000"
COMMUNICATIONS,1,"$150,000"
COMMERCIAL BANK,1,"$43,200"
COMMUNICATION,1,"$160,000"
PRANA HOSPITALITY,1,"$36,400"
PRANAYA PHARMACY,1,"$56,597"
PRATT INSTITUTE,1,"$75,591"
COMMODITY SEARCH PARTNERS,1,"$170,720"
COMMODITIES,1,"$150,000"
COMMITTEE PROTECT JOURNALISTS,1,"$55,000"
PREFERRED RETURN,1,"$100,008"
COMMITTEE ACCURACY MIDDLE EAST REPORTING,1,"$58,000"
PREMIER EQUITIES MANAGEMENT,1,"$54,995"
PREMIER HEALTH CARE,1,"$64,750"
PREMIER SOLUTIONS,1,"$60,000"
PREMIUM PAINTING DECORATING,1,"$75,000"
DATABASAURUS,1,"$89,000"
DATABASE PUBLISHING CONSULTANTS,1,"$59,987"
OFFICE WASSERMAN PLLC,1,"$83,200"
MICROSTRATEGY SERVICES CORPORATION,1,"$94,500"
MIRAI SOLUTIONS,1,"$51,418"
EDIFECS,1,"$135,000"
MISICOM,1,"$150,426"
MISSION MEDIA,1,"$45,760"
MISSY FARREN ASSOCIATES,1,"$60,000"
EDGESTONE GROUP,1,"$60,000"
EDGEMONT ADVISORS,1,"$125,000"
MITEL,1,"$130,000"
EDAMAM,1,"$100,000"
ED.CO LLC,1,"$130,000"
MITSUI COMMODITY RISK MANAGEMENT,1,"$65,000"
ECOSYSTEM ENERGY SERVICES,1,"$75,000"
MITTLEMAN INVESTMENT MANAGEMENT,1,"$75,000"
MIXX GRAPHICS,1,"$95,000"
ECOSYS MANAGEMENT,1,"$60,362"
ECONSULTANTS,1,"$130,000"
ECONSULTANCY,1,"$130,000"
MIZUHO SECURITIES,1,"$160,000"
MKTG,1,"$94,000"
ECONOMIST NEWSPAPER GROUP INCORPORATED,1,"$85,000"
MLEX,1,"$72,500"
ECONOMIST INTELLIGENCE UNIT,1,"$75,000"
ECOLOGY ENVIRONMENT,1,"$71,689"
MOBILEWALLA,1,"$69,992"
MOBILITY SERVICES,1,"$83,193"
MOBILITY SPEED SERVICE,1,"$90,000"
ECOLOGICAL PARTNERS,1,"$65,000"
ECOHEALTH ALLIANCE A WILDLIFE TRUST INCO,1,"$70,000"
MODANI YORK,1,"$104,350"
MIRADOR,1,"$105,000"
EDIT PRODUCTIONS,1,"$45,000"
MIRA DESIGN CORPORATION,1,"$85,738"
MILLER BOWERS GRIFFIN,1,"$40,352"
MIDTOWN ACUPUNCTURE,1,"$58,240"
MIDTOWN ACUPUNTURE,1,"$62,400"
EIGHT YORK,1,"$47,000"
EIGHT EIGHT SPORTS ENTERTAINMENT,1,"$160,000"
EIFER,1,"$72,987"
MIKI DIXON PRESSEAU PLLC,1,"$82,472"
MILK STUDIOS,1,"$50,000"
MILLBURN CORPORATION,1,"$64,500"
MILLENIUM GLOBAL ESTATE,1,"$65,000"
MILLENNIUM GLOBAL ESTATE,1,"$65,000"
EFFY,1,"$47,412"
MILLENNIUM PRODUCTIONS,1,"$50,000"
EDWIN SCHLOSSBERG,1,"$82,000"
MILLER CANFIELD PADDOCK STONE,1,"$160,000"
EDITIONS,1,"$50,000"
EDWARD ROSENSTEEL,1,"$52,000"
EDWARD ALBERT BENNETT,1,"$41,330"
MILLY,1,"$45,760"
MILROSE CONSULTANTS,1,"$80,000"
MINAGAWA LINES,1,"$47,840"
MINDJET,1,"$98,830"
EDULENCE CORPORATION,1,"$65,000"
MINDSINSYNC,1,"$65,500"
MINDSPARK INTERACTIVE NETWORK,1,"$143,250"
EDUCATION ALLIANCE,1,"$50,000"
"EDM USA, INC.",1,"$51,418"
MINTEL GROUP,1,"$109,000"
EDITORIALIST,1,"$38,000"
ECOHEALTH ALLIANCE,1,"$84,084"
MODELIA CORP,1,"$38,000"
ECKERSLEY CALLAGHAN PARTNERS,1,"$89,000"
DYNAMIC SERVICES INTERNATIONAL,1,"$85,000"
MOREVIEWS,1,"$44,824"
MORGAN JOSEPH TRIARTISAN,1,"$125,000"
MORGAN LEWIS BOCKIUS,1,"$160,000"
EARTH SERVICES,1,"$57,000"
EAGLEVALE PARTNERS,1,"$150,000"
EAGLE ENERGY BROKERS,1,"$150,000"
E4 HEALTH,1,"$60,000"
MORGAN STANLEY PRIVATE BANK,1,"$80,000"
MORGANE,1,"$41,600"
MORGANS HOTEL GROUP MANAGEMENT,1,"$110,000"
MORIARTY CAPITAL CORP,1,"$175,000"
MORIMOTO VENTURE,1,"$84,676"
MOROCCANOIL,1,"$64,000"
DYNAMIC LOGIC,1,"$90,000"
MORAILLON LAMBRAKIS DESIGN CORP,1,"$54,829"
DWYER FITZPATRICK ALLIED MANAGEMENT,1,"$74,838"
MOSAIC SOLUTIONS,1,"$90,813"
DUTCHPHONE HOLDINGS,1,"$74,838"
MOSES SINGER,1,"$84,000"
MOSH,1,"$104,000"
MOSS MOSS,1,"$104,291"
DUMANN REALTY,1,"$44,824"
DUGGAL VISUAL SOLUTIONS,1,"$51,000"
DUFF PHELPS,1,"$130,000"
MOUNT KAMET PARTNERS,1,"$70,000"
MOUNT KELLETT CAPITAL MANAGEMENT,1,"$112,500"
DUDAS RESOURCES ADVISORY,1,"$100,000"
DUBBLEE MEDIA,1,"$110,000"
MORANO REHABILITATION AND HOME SERVI,1,"$64,792"
EARTHSTREAM GLOBAL,1,"$60,000"
MODI MEDIA,1,"$100,000"
MONEDA,1,"$167,500"
MODO DESIGN,1,"$55,120"
MODULAR,1,"$70,000"
ECHINUS ADVISORS,1,"$67,205"
MOELIS COMPANY GROUP,1,"$200,000"
ECCO DESIGN,1,"$45,760"
ECBYTES,1,"$60,000"
MOGULDOM MEDIA GROUP,1,"$153,000"
MOJIVA,1,"$95,000"
MOLE HOUSE POST,1,"$45,760"
EATWELL ENTERPRISES,1,"$42,936"
MOMENTUM,1,"$60,000"
MONARCH ALTERNATIVE CAPITAL,1,"$80,000"
MOND DESIGN ASSOCIATES,1,"$45,760"
MONEY MEDIA,1,"$112,000"
MOONLIGHT DESIGNS,1,"$38,397"
EASTMAN FOOTWEAR GROUP,1,"$43,118"
MONIQUE CREATIONS,1,"$74,838"
MONOMANIA,1,"$65,000"
MONOMOY CAPITAL MANAGEMENT,1,"$90,000"
EASTERN NATIONWIDE SUPPLY,1,"$59,738"
EASTBRIDGE REAL ESTATE,1,"$71,103"
EASTBAY ASSET MANAGEMENT,1,"$170,080"
MONTESSORI SCHOOL MANHATTAN,1,"$52,000"
MONTROY ANDERSEN DEMARCO DESIGN,1,"$87,000"
EAST WEST SYSTEMS,1,"$100,000"
EAST HARLEM SCHOLARS ACADEMY,1,"$60,697"
MOON CAPITAL MANAGEMENT,1,"$67,205"
MOONIT,1,"$72,987"
EIGHTH ACCOUNTING CONSULTANTS,1,"$54,642"
EILEEN FISHER,1,"$48,350"
OFFICE VISUAL INTERACTION,1,"$50,000"
EJEWELER,1,"$75,000"
MCGLADREY PULLEN,1,"$110,500"
MCGRAW HILL FINANCIAL,1,"$83,000"
MCGRAW HILL FINANCIAL PLATTS DIVISION,1,"$110,000"
ENGINEERING LAND SURVEYING,1,"$61,526"
MCGRAW HILL SCHOOL EDUCATION,1,"$100,000"
ENGINEERING GROUP ASSOCIATES,1,"$68,000"
MCKAY,1,"$125,000"
MCKESSON CORPORATION,1,"$100,330"
MCKINLEY CAPITAL MANAGEMENT,1,"$155,000"
ENGINEERING COMPANY PLLC,1,"$65,000"
MEADWESTVACO CORPORATION,1,"$110,000"
MEAGHER GROUP,1,"$41,600"
MECHANISM DIGITAL,1,"$37,128"
MEDIA CORPS,1,"$94,800"
MEDIA DIGITAL NORTH AMERICA,1,"$75,000"
ENERGY TRADING,1,"$250,000"
ENERGY RESOURCE SOLUTIONS,1,"$64,000"
ENERGY PARTNERS,1,"$67,500"
MEDIAAGILITY,1,"$60,000"
ENDURANCE SPECIALTY SERVICES CORP,1,"$126,000"
ENCHANTE ACCESSORIES,1,"$42,000"
MEDIAVEST WORLDWIDE,1,"$70,000"
EMPOWER PROFESSIONALS,1,"$60,000"
EMPOWER MASTER CLASSES,1,"$85,956"
MEDIQUIRE,1,"$100,000"
EMPLOYEE SERVICES,1,"$86,000"
MEDIZINE HOLDINGS,1,"$90,000"
MEDMEME,1,"$56,700"
MEDOWS ADVISORY SERVICES,1,"$72,000"
MCEG GROUP,1,"$65,000"
MCDONOUGH BOLYARD PECK,1,"$71,594"
ENGINEERS,1,"$62,400"
MAXELLIAN PRODUCTIONS,1,"$52,000"
MATERIALS SOFTWARE SYSTEMS,1,"$63,100"
ENTERSOLAR,1,"$60,000"
ENTERNET BUSINESS SYSTEMS,1,"$63,000"
MATLINPATTERSON GLOBAL ADVISERS,1,"$90,000"
MATOMY,1,"$46,000"
MATR SOLUTIONS,1,"$99,840"
MATRATT,1,"$54,642"
MATRIX SOLUTIONS,1,"$75,878"
MATTHEW BAIRD ARCHITECT PLLC,1,"$58,564"
MATTHEW MARKS GALLERY,1,"$68,000"
MAVI JEANS,1,"$45,760"
MAVRICK SOFTWARE TELECOM SERVICES,1,"$76,500"
MAXCVISION,1,"$50,960"
